procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2812708  53616 1075628    0    0     0    20 2884 4553  8 33 58  0  0
 3  0      0 2812780  53616 1075628    0    0     0     0 2882 4496  9 31 60  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2812996  53616 1075768    0    0     0   360 2919 4560  9 31 59  0  0
 2  0      0 2811424  53616 1075808    0    0     0     0 2940 4539  7 32 60  0  0
 1  0      0 2811292  53616 1075756    0    0     0     0 2876 4497  8 30 61  0  0
 2  0      0 2810676  53616 1075856    0    0     0    32 2826 4392  7 33 58  1  0
 3  0      0 2810644  53616 1075868    0    0     0     0 2896 4476 10 30 60  0  0
 1  0      0 2810860  53616 1075924    0    0     0    32 2883 4501  9 31 60  0  0
 3  0      0 2810352  53616 1075976    0    0     0     0 2945 4469  8 33 59  0  0
 3  0      0 2808712  53616 1076080    0    0     0     0 2835 4393  8 33 59  0  0
 3  0      0 2808208  53620 1076180    0    0     0    32 2911 4514  7 33 58  1  0
 4  0      0 2808108  53620 1076168    0    0     0     0 2810 4362  8 31 60  0  1
 3  0      0 2808864  53620 1076156    0    0     0     0 2809 4529  8 32 60  0  0
 2  0      0 2807388  53620 1076200    0    0     0     0 2809 4338  9 31 60  0  0
 1  0      0 2807452  53620 1076252    0    0     0     0 2892 4475 10 30 60  0  0
 1  0      0 2807800  53624 1076224    0    0     0    20 2914 4663  7 32 59  1  1
 1  0      0 2806424  53624 1076268    0    0     0     0 2844 4406  9 32 59  0  0
 1  0      0 2805932  53624 1076456    0    0     0     0 2921 4513  8 32 59  0  0
 2  0      0 2805012  53624 1076372    0    0     0     0 2873 4444  9 31 59  0  0
 2  0      0 2805212  53624 1076452    0    0     0     0 2917 4518  7 33 60  0  0
 2  0      0 2804872  53624 1076516    0    0     0    20 2881 4490  8 32 59  1  0
 2  0      0 2803776  53624 1076472    0    0     0     0 2921 4563  9 32 59  0  0
 1  0      0 2804128  53624 1076472    0    0     0     0 2852 4383  8 32 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2802816  53624 1076556    0    0     0     0 2873 4409  8 32 60  0  0
 1  0      0 2803048  53624 1076584    0    0     0     0 2932 4496  9 31 59  0  0
 1  0      0 2802972  53628 1076696    0    0     0    20 2817 4462  9 32 59  1  0
 2  0      0 2801820  53628 1076636    0    0     0     0 2838 4409  8 32 59  0  0
 3  0      0 2801684  53628 1076632    0    0     0     0 2793 4376  8 31 61  0  0
 3  0      0 2800688  53628 1076660    0    0     0     0 2904 4466  7 34 59  0  0
 3  0      0 2800416  53628 1076728    0    0     0     0 2879 4506  8 33 60  0  0
 1  0      0 2800480  53632 1076676    0    0     0    20 2868 4488  9 31 58  1  0
 1  0      0 2799440  53632 1076760    0    0     0     0 2884 4319  9 31 60  0  1
 2  0      0 2799672  53632 1076776    0    0     0   360 2858 4416  9 31 60  0  0
 2  0      0 2799608  53632 1076788    0    0     0     0 2827 4403  9 32 59  0  0
 1  0      0 2798164  53632 1076796    0    0     0     0 2914 4489 10 30 60  0  1
 1  0      0 2798640  53636 1076820    0    0     0    32 2883 4575  9 32 58  1  0
 1  0      0 2797576  53636 1076752    0    0     0     0 2782 4451  8 32 60  0  0
 1  0      0 2797780  53636 1076812    0    0     0     0 2847 4515  9 32 59  0  0
 1  0      0 2797076  53636 1076788    0    0     0     0 2847 4470 10 33 58  0  0
 1  0      0 2796204  53636 1076820    0    0     0     0 2801 4349  8 32 60  0  0
 3  0      0 2796024  53640 1076952    0    0     0    20 2906 4517  8 32 59  1  0
 1  0      0 2795124  53640 1076968    0    0     0     0 2835 4369 10 30 60  0  1
 1  0      0 2795408  53640 1076872    0    0     0    16 2833 4564  8 32 60  0  0
 2  0      0 2795324  53640 1076876    0    0     0     0 2833 4554  8 32 60  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2794352  53640 1076828    0    0     0     0 2926 4380  8 31 60  0  0
 2  0      0 2794032  53644 1076932    0    0     0    36 2861 4512 10 32 56  1  0
 2  0      0 2793080  53644 1076924    0    0     0     0 2828 4340  9 31 60  0  1
 1  0      0 2792780  53644 1076984    0    0     0   192 2837 4507 10 31 59  0  0
 1  0      0 2793700  53644 1076876    0    0     0     0 2810 4436  8 32 59  0  1
 2  0      0 2792032  53644 1077012    0    0     0     0 2820 4372  9 32 59  0  0
 1  0      0 2791976  53652 1077004    0    0     0    32 2839 4638  8 32 59  1  0
 1  0      0 2791804  53652 1076996    0    0     0     0 2848 4381 10 30 59  0  0
 1  0      0 2787320  53652 1077260    0    0    80     0 3273 5376 11 35 53  0  0
 1  0      0 2787116  53652 1077196    0    0     0     0 2912 4608  7 34 58  0  0
 1  0      0 2786952  53652 1077232    0    0     0     0 2851 4602  9 31 60  0  1
 1  0      0 2786368  53656 1077212    0    0     0    48 2892 4564  8 33 58  1  0
 2  0      0 2785956  53656 1077308    0    0     0     0 2963 4533  9 32 59  0  0
 3  0      0 2784500  53656 1077124    0    0     0     0 2898 4512  9 32 59  0  0
 3  0      0 2784948  53656 1077204    0    0     0     0 2918 4699  9 31 59  0  0
 2  0      0 2784472  53656 1077240    0    0     0     0 2821 4612  9 32 59  0  0
 3  0      0 2783872  53660 1077228    0    0     0    20 2813 4564 11 31 57  1  0
 1  0      0 2783440  53660 1077236    0    0     0     0 2890 4642  9 33 58  0  0
 3  0      0 2782420  53660 1077224    0    0     0     0 2959 4726  9 33 58  0  0
 2  0      0 2782900  53660 1077188    0    0     0     0 2860 4643  8 32 60  0  0
 3  0      0 2781712  53660 1077252    0    0     0     0 2924 4547  9 33 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2781984  53668 1077404    0    0     0    20 2908 4472  9 32 59  1  0
 3  0      0 2782008  53668 1077460    0    0     0     0 2972 4677  9 32 59  0  0
 1  0      0 2780860  53668 1077484    0    0     0     0 3008 4684  9 33 58  0  0
 1  0      0 2780472  53668 1077384    0    0     0     0 2953 4672 10 31 59  0  0
 3  0      0 2780664  53668 1077404    0    0     0     0 2781 4597  9 31 59  0  1
 2  0      0 2779536  53676 1077312    0    0     0    20 2785 4633 11 31 58  0  0
 1  0      0 2779780  53676 1077372    0    0     0     0 2861 4570  8 33 58  0  0
 2  0      0 2777868  53676 1077408    0    0     0     0 2831 4483 10 30 59  0  0
 1  0      0 2778976  53676 1077520    0    0     0     0 2872 4502 10 32 57  0  0
 2  0      0 2777924  53676 1077276    0    0     0     0 2878 4628  9 32 59  0  0
 3  0      0 2777696  53684 1077380    0    0     0    20 2856 4729 10 31 57  0  0
 1  0      0 2777776  53684 1077396    0    0     0     0 2960 4633  9 32 59  0  0
 2  0      0 2776688  53684 1077344    0    0     0   372 2862 4534 10 31 59  0  0
 2  0      0 2776328  53684 1077484    0    0     0     0 2840 4507  9 33 58  0  0
 1  0      0 2774792  53684 1077412    0    0     0     0 2792 4650  9 33 58  0  0
 3  0      0 2775276  53692 1077284    0    0     0    32 2841 4530  9 33 57  1  0
 1  0      0 2775368  53692 1077396    0    0     0     0 2925 4506 10 31 59  0  0
 1  0      0 2774476  53692 1077456    0    0     0    60 2955 4600  9 33 58  0  0
 1  0      0 2774084  53692 1077452    0    0     0     0 2853 4546  9 32 59  0  0
 2  0      0 2773088  53692 1077504    0    0     0     0 2912 4537  8 33 59  0  0
 1  0      0 2773232  53700 1077476    0    0     0    44 2852 4665  9 32 58  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2773176  53700 1077436    0    0     0     0 2879 4460  9 32 59  0  1
 2  0      0 2771560  53700 1077540    0    0     0     0 2883 4512 10 32 58  0  0
 1  0      0 2771932  53700 1077532    0    0     0     0 2880 4553  9 32 59  0  0
 1  0      0 2772584  53700 1077572    0    0     0     0 2910 4535  9 32 59  0  0
 3  0      0 2771304  53704 1077600    0    0     0    20 2948 4622  9 32 58  1  0
 1  0      0 2770680  53704 1077556    0    0     0     0 2888 4579 10 32 58  0  0
 3  0      0 2769040  53704 1077576    0    0     0     0 2826 4524 11 30 59  0  0
 1  0      0 2769832  53704 1077580    0    0     0     0 2967 4614 10 32 58  0  0
 3  0      0 2769680  53704 1077636    0    0     0     0 2880 4405 10 32 58  0  0
 1  0      0 2768560  53712 1077716    0    0     0    20 2912 4506  9 33 57  1  0
 1  0      0 2769252  53712 1077676    0    0     0     0 2828 4354  9 31 60  0  1
 2  0      0 2767984  53712 1077648    0    0     0     0 2866 4473  9 32 60  0  0
 1  0      0 2767840  53712 1077660    0    0     0     0 2928 4598 10 32 58  0  0
 3  0      0 2767580  53712 1077712    0    0     0     0 2981 4713 11 31 58  0  0
 1  0      0 2766440  53716 1077748    0    0     0    20 2840 4714  9 32 58  0  0
 3  0      0 2766312  53716 1077760    0    0     0     0 2845 4501  9 32 59  0  0
 2  0      0 2765252  53716 1077788    0    0     0     0 2916 4454  9 31 60  0  0
 3  0      0 2765136  53716 1077788    0    0     0     0 2804 4470  8 33 59  0  0
 1  0      0 2765832  53716 1077728    0    0     0     0 2898 4509  9 32 58  0  0
 3  0      0 2764404  53724 1077764    0    0     0    20 2931 4523 10 31 59  1  0
 3  0      0 2764112  53724 1077752    0    0     0     0 2962 4597  7 35 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2763864  53724 1077752    0    0     0   368 2854 4488  9 32 59  0  0
 1  0      0 2763560  53724 1077760    0    0     0     0 2923 4547  9 33 59  0  0
 1  0      0 2762908  53724 1077764    0    0     0     0 2816 4536  8 33 59  0  0
 2  0      0 2762076  53724 1077876    0    0     0    32 2907 4621  9 31 58  1  0
 2  0      0 2762628  53724 1077852    0    0     0     0 2814 4554  9 32 59  0  0
 2  0      0 2760964  53724 1077932    0    0     0     0 2822 4551 11 30 58  0  0
 2  0      0 2761596  53724 1077976    0    0     0     0 2834 4760 10 31 58  0  0
 1  0      0 2760980  53724 1077912    0    0     0     0 2855 4388  8 32 59  0  0
 1  0      0 2760528  53732 1078024    0    0     0    20 2838 4488  9 31 59  1  1
 3  0      0 2760164  53732 1078100    0    0     0     0 2893 4520  9 32 58  0  0
 3  0      0 2760404  53732 1078024    0    0     0   144 2928 4471  8 33 59  0  0
 1  0      0 2759040  53732 1078116    0    0     0     0 2917 4735  9 32 58  0  0
 2  0      0 2758796  53732 1078124    0    0     0     0 2984 4607  8 33 58  0  0
 1  0      0 2757672  53736 1078124    0    0     0    48 2959 4622  9 31 59  2  0
 3  0      0 2757684  53736 1078060    0    0     0     0 2850 4660  8 34 58  0  0
 1  0      0 2757680  53736 1078172    0    0     0     0 2807 4525  8 32 59  0  0
 2  0      0 2756704  53736 1078188    0    0     0     0 2873 4596  9 31 60  0  0
 3  0      0 2756484  53736 1078144    0    0     0     0 2905 4609  9 31 60  0  0
 2  0      0 2755984  53740 1078280    0    0     0    20 2799 4714  9 31 59  0  1
 1  0      0 2755784  53740 1078248    0    0     0     0 2942 4551  9 33 58  0  0
 3  0      0 2755336  53740 1078232    0    0     0     0 2891 4597 10 31 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2755124  53740 1078104    0    0     0     0 2885 4691  9 32 59  0  1
 1  0      0 2754816  53740 1078176    0    0     0     0 2892 4605 11 31 58  0  0
 3  0      0 2753440  53748 1078268    0    0     0    20 2841 4626  9 32 59  0  0
 1  0      0 2753904  53748 1078336    0    0     0     0 2812 4627 10 30 60  0  0
 1  0      0 2754240  53748 1078192    0    0     0     0 2816 4714 10 31 59  0  0
 1  0      0 2752756  53748 1078252    0    0     0     0 2893 4665  8 33 59  0  1
 1  0      0 2752644  53748 1078312    0    0     0     0 2892 4512  9 33 58  0  0
 2  0      0 2751616  53752 1078316    0    0     0    20 2889 4437 10 30 59  1  1
 2  0      0 2751452  53752 1078308    0    0     0     0 2926 4578  8 33 59  0  0
 2  0      0 2751880  53752 1078212    0    0     0     0 2854 4550  9 32 58  0  0
 2  0      0 2750728  53752 1078312    0    0     0     0 2933 4529 10 33 57  0  0
 1  0      0 2750892  53752 1078264    0    0     0     0 2825 4420  9 31 59  0  1
 2  0      0 2749516  53752 1078300    0    0     0    20 2887 4568  9 33 57  0  0
 1  0      0 2748952  53752 1078404    0    0     0     0 2898 4513  9 32 59  0  0
 2  0      0 2748844  53752 1078376    0    0     0     0 2989 4626 10 31 59  0  0
 2  0      0 2748728  53752 1078272    0    0     0     0 2885 4465  9 32 60  0  0
 2  0      0 2748608  53752 1078240    0    0     0     0 2958 4516  9 33 58  0  0
 1  0      0 2747164  53756 1078420    0    0     0    20 2953 4687  9 33 58  1  0
 3  0      0 2747636  53756 1078364    0    0     0     0 2818 4379  9 32 58  0  0
 2  0      0 2747128  53756 1078428    0    0     0   368 2810 4649  9 31 61  0  0
 2  0      0 2746556  53756 1078408    0    0     0     0 2828 4401 10 30 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2746132  53756 1078484    0    0     0     0 2907 4571  8 32 60  0  0
 2  0      0 2744824  53760 1078528    0    0     0    32 2839 4535 10 32 57  1  0
 1  0      0 2745644  53760 1078564    0    0     0     0 2876 4606  8 32 60  0  0
 3  0      0 2745468  53760 1078540    0    0     0    16 2890 4604  8 32 59  0  1
 2  0      0 2744488  53760 1078544    0    0     0     0 2900 4547  9 32 59  0  0
 3  0      0 2743760  53760 1078508    0    0     0     0 2972 4703  8 32 60  0  0
 2  0      0 2744092  53764 1078556    0    0     0    44 2833 4546 10 32 57  1  0
 2  0      0 2743484  53764 1078608    0    0     0     0 2840 4409  9 33 58  0  0
 1  0      0 2743040  53764 1078572    0    0     0     0 2855 4614  8 32 60  0  0
 1  0      0 2741836  53764 1078588    0    0     0     0 2891 4657  8 33 59  0  0
 2  0      0 2741944  53764 1078584    0    0     0     0 2905 4734 10 30 59  0  0
 2  0      0 2742304  53772 1078612    0    0     0    20 2862 4694  9 32 58  0  0
 2  0      0 2741324  53772 1078728    0    0     0     0 2868 4593  9 33 58  0  0
 1  0      0 2740384  53772 1078748    0    0     0     0 2900 4560  9 32 58  0  0
 3  0      0 2739428  53772 1078616    0    0     0     0 2855 4587  8 33 58  0  0
 3  0      0 2739676  53772 1078680    0    0     0     0 2902 4501  8 33 59  0  0
 2  0      0 2740352  53780 1078740    0    0     0    20 2943 4612  7 33 58  1  1
 1  0      0 2738904  53780 1078700    0    0     0     0 2811 4518 10 31 60  0  0
 2  0      0 2738380  53780 1078752    0    0     0     0 2925 4663  7 33 60  0  1
 3  0      0 2737868  53780 1078704    0    0     0     0 2934 4664  9 33 58  0  0
 3  0      0 2738080  53780 1078764    0    0     0     0 2922 4610  8 32 59  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2737680  53784 1078768    0    0     0    20 2882 4673 10 31 58  0  0
 1  0      0 2736504  53784 1078792    0    0     0     0 2779 4577  8 33 58  0  0
 2  0      0 2736496  53784 1078808    0    0     0     0 2792 4508  9 33 58  0  0
 1  0      0 2736260  53784 1078760    0    0     0     0 2872 4648  9 32 58  0  0
 1  0      0 2735708  53784 1078800    0    0     0     0 2946 4613 10 31 59  0  0
 1  0      0 2736184  53788 1078780    0    0     0    20 2889 4514  9 32 59  1  0
 3  0      0 2734580  53788 1078780    0    0     0     0 2944 4555  8 33 58  0  0
 2  0      0 2734028  53788 1078896    0    0     0   372 2904 4430  9 32 59  0  0
 1  0      0 2733596  53788 1078892    0    0     0     0 2958 4661 10 31 59  0  0
 2  0      0 2733336  53788 1078952    0    0     0     0 2946 4619  8 32 60  0  0
 1  0      0 2733376  53796 1079056    0    0     0    32 2908 4579 10 31 58  1  1
 2  0      0 2732332  53796 1078984    0    0     0     0 2943 4667  8 33 58  0  0
 2  0      0 2732324  53796 1078892    0    0     0     0 2943 4604  8 33 59  0  0
 1  0      0 2731780  53796 1079040    0    0     0     0 2804 4558 11 30 59  0  0
 1  0      0 2731632  53796 1078856    0    0     0     0 2935 4528  9 32 59  0  0
 2  0      0 2731480  53804 1078900    0    0     0    20 2897 4486  9 31 59  1  0
 2  0      0 2731576  53804 1078956    0    0     0     0 2965 4544  8 34 58  0  0
 0  0      0 2852988  53804 1079032    0    0     0   144 1284 1962  4 13 83  0  0
 0  0      0 2852996  53804 1079032    0    0     0     0  112   27  0  0 100  0  0
 0  0      0 2852996  53804 1079032    0    0     0     0  109   29  0  0 100  0  0
 0  0      0 2853096  53812 1078928    0    0     0    40  128   57  0  0 98  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2853120  53812 1078936    0    0     0     0  104   23  0  0 100  0  0
 0  0      0 2853120  53812 1078936    0    0     0     0  113   27  0  0 100  0  0
 0  0      0 2853120  53812 1078936    0    0     0    28  113   26  0  0 100  0  0
 0  0      0 2853120  53812 1078936    0    0     0     0  105   22  0  0 100  0  0
 0  0      0 2853220  53812 1078936    0    0     0     0  110   35  0  0 100  0  0
 0  0      0 2853368  53816 1078816    0    0     0    16  119   45  0  0 98  2  0
 0  0      0 2853368  53816 1078820    0    0     0     0  108   27  0  0 100  0  0
 0  0      0 2853368  53816 1078820    0    0     0    12  116   31  0  0 100  0  0
 0  0      0 2853368  53816 1078820    0    0     0     0  101   22  0  0 100  0  0
 0  0      0 2853368  53816 1078820    0    0     0     0  124   45  0  0 100  0  0
 0  0      0 2853492  53824 1078696    0    0     0    32  130   64  0  0 99  1  0
 0  0      0 2853492  53824 1078692    0    0     0     0  112   24  0  0 100  0  0
 0  0      0 2853492  53824 1078692    0    0     0     0  106   24  0  0 100  0  0
 0  0      0 2853492  53824 1078692    0    0     0    20  110   26  0  0 100  0  0
 0  0      0 2853492  53824 1078692    0    0     0     0  115   35  0  0 100  0  0
 0  0      0 2853492  53832 1078692    0    0     0    16  115   46  0  0 98  2  0
 0  0      0 2853492  53832 1078692    0    0     0     0  106   22  0  0 100  0  0
 0  0      0 2853648  53832 1078572    0    0     0     0  103   22  0  0 100  0  0
 0  0      0 2853648  53832 1078572    0    0     0     8  115   38  0  0 100  0  0
 0  0      0 2853648  53832 1078572    0    0     0     0  115   39  0  0 100  0  0
 0  0      0 2853648  53836 1078572    0    0     0    16  114   46  0  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2853772  53836 1078448    0    0     0     0  105   18  0  0 100  0  0
 0  0      0 2853772  53836 1078448    0    0     0     0  113   32  0  0 100  0  0
 0  0      0 2853772  53836 1078448    0    0     0     0  108   20  0  0 100  0  0
 0  0      0 2853772  53836 1078448    0    0     0     8  112   28  0  0 100  0  0
 0  0      0 2853772  53844 1078448    0    0     0    16  111   37  0  0 99  1  0
 0  0      0 2853896  53844 1078324    0    0     0     0  114   41  0  0 100  0  0
 0  0      0 2853896  53844 1078324    0    0     0     0  108   20  0  0 100  0  0
 0  0      0 2853896  53844 1078324    0    0     0     0  108   24  0  0 100  0  0
 0  0      0 2853896  53844 1078324    0    0     0     8  116   32  0  0 100  0  0
 0  0      0 2853896  53852 1078324    0    0     0    16  119   49  0  0 99  1  0
 0  0      0 2853896  53852 1078324    0    0     0     0  110   26  0  0 100  0  0
 0  0      0 2853896  53852 1078324    0    0     0     0  107   20  0  0 100  0  0
 0  0      0 2853896  53852 1078324    0    0     0     0  104   22  0  0 100  0  0
 0  0      0 2853896  53852 1078324    0    0     0     0  113   31  0  0 100  0  0
 0  0      0 2853896  53856 1078320    0    0     0    24  109   33  0  0 99  1  0
 0  0      0 2853896  53856 1078324    0    0     0     0  110   28  0  0 100  0  0
 0  0      0 2854020  53856 1078204    0    0     0     0  115   36  0  0 100  0  0
 0  0      0 2854020  53856 1078204    0    0     0     0  116   36  0  0 100  0  0
 0  0      0 2854020  53856 1078204    0    0     0     0  113   28  0  0 100  0  0
 0  0      0 2854020  53860 1078204    0    0     0    16  110   44  0  0 100  1  0
 0  0      0 2854020  53860 1078204    0    0     0     0  103   22  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2854020  53860 1078204    0    0     0     0  109   29  0  0 100  0  0
 0  0      0 2854020  53860 1077956    0    0     0     0  122   47  0  0 100  0  0
 0  0      0 2854020  53860 1077956    0    0     0     0  110   27  0  0 100  0  0
 0  0      0 2854020  53864 1077952    0    0     0    16  116   43  0  0 100  0  0
 0  0      0 2854020  53864 1077952    0    0     0     0  108   31  0  0 100  0  0
 0  0      0 2854020  53864 1077952    0    0     0     0  109   22  0  0 100  0  0
 0  0      0 2854020  53864 1077952    0    0     0     0  111   31  0  0 100  0  0
 0  0      0 2853892  53864 1077952    0    0     0     0  114   30  0  0 100  0  0
 0  0      0 2853952  53872 1077820    0    0     0    16  118   53  0  0 99  1  0
 0  0      0 2853952  53872 1077808    0    0     0     0  115   30  0  0 100  0  0
 0  0      0 2854076  53872 1077804    0    0     0     0  102   22  0  0 100  0  0
 0  0      0 2854076  53872 1077792    0    0     0     0  113   31  0  0 100  0  0
 0  0      0 2854076  53872 1077788    0    0     0     0  118   40  0  0 100  0  0
 0  0      0 2854200  53880 1077604    0    0     0    16  114   42  0  0 99  1  0
 0  0      0 2854324  53880 1077552    0    0     0     0   47   22  0  0 100  0  0
 0  0      0 2854324  53880 1077552    0    0     0     0   20   29  0  0 100  0  0
 0  0      0 2854324  53880 1077552    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2854324  53880 1077552    0    0     0     0   26   35  0  0 100  0  0
 0  0      0 2854356  53884 1077552    0    0     0    16   27   49  0  0 99  1  0
 0  0      0 2854356  53884 1077552    0    0     0     0   22   33  0  0 100  0  0
 0  0      0 2854356  53884 1077552    0    0     0     0   15   22  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2854356  53884 1077552    0    0     0     0   18   25  0  0 100  0  0
 0  0      0 2854356  53884 1077552    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2854356  53888 1077548    0    0     0    20   27   45  0  0 99  1  0
 0  0      0 2854356  53888 1077552    0    0     0     0   16   23  0  0 100  0  0
 0  0      0 2854356  53888 1077552    0    0     0     0   26   40  0  0 100  0  0
 0  0      0 2854356  53888 1077552    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2854372  53888 1077552    0    0     0     0   28   40  0  0 100  0  0
 0  0      0 2854372  53892 1077548    0    0     0    32   22   35  0  0 99  1  0
 0  0      0 2854372  53892 1077548    0    0     0     0   17   23  0  0 100  0  0
 0  0      0 2854372  53892 1077552    0    0     0     0   14   24  0  0 100  0  0
 0  0      0 2854372  53892 1077552    0    0     0     0   23   35  0  0 100  0  0
 0  0      0 2854372  53892 1077552    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2854372  53896 1077548    0    0     0    40   23   39  0  0 99  1  0
 0  0      0 2854372  53896 1077552    0    0     0     0   14   24  0  0 100  0  0
 0  0      0 2854372  53896 1077552    0    0     0     0   23   35  0  0 100  0  0
