procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863372  52840 1074300    0    0     0     0   37   71  0  0 100  0  0
 0  0      0 2863488  52840 1074300    0    0     0     0   48   67  0  0 100  0  0
 0  0      0 2863488  52840 1074300    0    0     0     0   28   41  0  0 100  0  0
 0  0      0 2863496  52840 1074300    0    0     0     0   23   36  0  0 100  0  0
 0  0      0 2863628  52844 1074296    0    0     0    36   47   68  0  0 99  1  0
 0  0      0 2863528  52844 1074308    0    0     0     0   21   32  0  0 100  0  0
 0  0      0 2863528  52844 1074308    0    0     0     0   20   19  0  0 100  0  0
 0  0      0 2863528  52844 1074308    0    0     0     0   15   23  0  0 100  0  0
 0  0      0 2863528  52844 1074308    0    0     0     0   18   23  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863528  52852 1074308    0    0     0    12   26   40  0  0 99  1  0
 0  0      0 2863528  52852 1074308    0    0     0     0   20   27  0  0 100  0  0
 0  0      0 2863528  52852 1074308    0    0     0     0   13   19  0  0 100  0  0
 0  0      0 2863528  52852 1074308    0    0     0     4   24   30  0  0 100  0  0
 0  0      0 2863528  52852 1074308    0    0     0     0   38   52  0  0 100  0  0
 0  0      0 2863528  52856 1074304    0    0     0    12   25   33  0  0 99  1  0
 0  0      0 2863528  52856 1074308    0    0     0     0   22   36  0  0 100  0  0
 0  0      0 2863552  52856 1074316    0    0     0     0   42   54  0  0 100  0  0
 0  0      0 2863552  52856 1074316    0    0     0    36   38   68  0  0 100  0  0
 0  0      0 2863592  52856 1074324    0    0     0     0   59  101  0  0 100  0  0
 0  0      0 2863592  52864 1074324    0    0     0    16   32   45  0  0 98  2  0
 0  0      0 2863592  52864 1074324    0    0     0     0   31   47  0  0 100  0  0
 0  0      0 2863432  52864 1074324    0    0     0     0   28   48  0  0 100  0  0
 0  0      0 2863400  52864 1074324    0    0     0     0   27   36  0  0 100  0  0
 0  0      0 2863400  52864 1074324    0    0     0     0   42   64  0  0 100  0  0
 0  0      0 2863376  52868 1074320    0    0     0    36   75   96  0  0 99  1  0
 0  0      0 2863400  52868 1074324    0    0     0     0   29   48  0  0 100  0  0
 0  0      0 2863432  52868 1074328    0    0     0     0   52   79  0  0 100  0  0
 0  0      0 2863432  52868 1074328    0    0     0     0   25   32  0  0 100  0  0
 0  0      0 2863572  52868 1074336    0    0     0     0   62   81  0  0 100  0  0
 0  0      0 2863588  52872 1074336    0    0     0    16   28   41  0  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863588  52872 1074336    0    0     0     0   18   25  0  0 100  0  0
 0  0      0 2863588  52872 1074336    0    0     0     0   16   22  0  0 100  0  0
 0  0      0 2863588  52872 1074336    0    0     0     0   25   34  0  0 100  0  0
 0  0      0 2863588  52872 1074336    0    0     0     0   19   28  0  0 100  0  0
 0  0      0 2863588  52876 1074336    0    0     0    12   24   31  0  0 99  1  0
 0  0      0 2863588  52876 1074336    0    0     0     0   18   24  0  0 100  0  0
 0  0      0 2863588  52876 1074336    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863588  52876 1074336    0    0     0     0   20   35  0  0 100  0  0
 0  0      0 2863588  52876 1074336    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863588  52880 1074336    0    0     0    12   27   39  0  0 99  1  0
 0  0      0 2863588  52880 1074336    0    0     0     0   78  188  0  0 100  0  0
 0  0      0 2863660  52880 1074408    0    0    64     0   50   63  0  0 100  0  0
 0  0      0 2863660  52880 1074408    0    0     0     0   17   20  0  0 100  0  0
 0  0      0 2863668  52880 1074408    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863668  52884 1074408    0    0     0    24   25   35  0  0 99  1  0
 0  0      0 2863668  52884 1074408    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863668  52884 1074408    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863792  52884 1074408    0    0     0     8   20   26  0  0 100  0  0
 0  0      0 2863792  52884 1074408    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863792  52888 1074408    0    0     0    28   27   44  0  0 99  1  0
 0  0      0 2863792  52888 1074408    0    0     0     0   19   26  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863792  52888 1074408    0    0     0     0   16   23  0  0 100  0  0
 0  0      0 2863792  52888 1074408    0    0     0    48   21   25  0  0 100  0  0
 0  0      0 2863792  52888 1074408    0    0     0     0   20   28  0  0 100  0  0
 0  0      0 2863792  52892 1074408    0    0     0    12   23   31  0  0 98  2  0
 0  0      0 2863792  52892 1074408    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863792  52892 1074408    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863792  52892 1074408    0    0     0     0   20   31  0  0 100  0  0
 0  0      0 2863792  52892 1074408    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0    12   25   39  0  0 99  1  0
 0  0      0 2863792  52896 1074408    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   17   20  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   16   24  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0    12   21   29  0  0 99  1  0
 0  0      0 2863792  52896 1074408    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   17   27  0  0 100  0  0
 0  0      0 2863792  52896 1074408    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 2863792  52904 1074408    0    0     0    12   32   46  0  0 99  1  0
 0  0      0 2863792  52904 1074408    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0     0   16   24  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863792  52904 1074412    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0     0   16   24  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0    12   24   31  0  0 99  1  0
 0  0      0 2863792  52904 1074412    0    0     0     0   15   23  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863792  52904 1074412    0    0     0     0   17   20  0  0 100  0  0
 0  0      0 2863792  52908 1074412    0    0     0    12   21   33  0  0 99  1  0
 0  0      0 2863664  52908 1074412    0    0     0     0   20   28  0  0 100  0  0
 0  0      0 2863632  52908 1074412    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863632  52908 1074412    0    0     0     8   19   24  0  0 100  0  0
 0  0      0 2863632  52908 1074412    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863632  52916 1074412    0    0     0    28   24   34  0  0 99  1  0
 0  0      0 2863632  52916 1074412    0    0     0     0   16   24  0  0 100  0  0
 0  0      0 2863632  52916 1074412    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863632  52916 1074412    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863632  52916 1074412    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863632  52924 1074412    0    0     0    12   25   39  0  0 99  1  0
 0  0      0 2863632  52924 1074412    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863632  52924 1074412    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863632  52924 1074412    0    0     0     0   15   18  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 2863632  52928 1074408    0    0     0    12   21   37  0  0 100  0  0
 0  0      0 2863632  52928 1074412    0    0     0     0   24   30  0  0 99  1  0
 0  0      0 2863632  52928 1074412    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863632  52928 1074412    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863632  52928 1074412    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863632  52928 1074412    0    0     0     0   19   27  0  0 100  0  0
 0  0      0 2863632  52936 1074404    0    0     0    12   20   29  0  0 99  1  0
 0  0      0 2863632  52936 1074404    0    0     0     0   19   26  0  0 100  0  0
 0  0      0 2863632  52936 1074412    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863632  52936 1074412    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863632  52936 1074412    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863632  52940 1074408    0    0     0    12   24   33  0  0 99  1  0
 0  0      0 2863632  52940 1074412    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0    12   25   39  0  0 99  1  0
 0  0      0 2863632  52940 1074412    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863632  52940 1074412    0    0     0     4   20   29  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863632  52940 1074412    0    0     0    12   26   37  0  0 99  1  0
 0  0      0 2863632  52940 1074416    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0    12   18   22  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0    12   23   35  0  0 99  1  0
 0  0      0 2863632  52940 1074416    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863632  52940 1074416    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863664  52940 1074416    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863664  52944 1074416    0    0     0    12   24   33  0  0 99  1  0
 0  0      0 2863664  52944 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863664  52944 1074416    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 2863664  52944 1074416    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863664  52944 1074416    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0    12   29   45  0  0 99  1  0
 0  0      0 2863664  52948 1074416    0    0     0     0   19   28  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   21   32  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0    12   22   31  0  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863664  52948 1074416    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   14   19  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0    12   24   37  0  0 99  1  0
 0  0      0 2863664  52948 1074416    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   16   25  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0    12   22   29  0  0 99  1  0
 0  0      0 2863664  52948 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863664  52948 1074416    0    0     0     8   16   18  0  0 100  0  0
 0  0      0 2863664  52952 1074416    0    0     0    24   29   45  0  0 99  1  0
 0  0      0 2863664  52952 1074416    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863664  52952 1074416    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863664  52952 1074416    0    0     0     0   20   27  0  0 100  0  0
 0  0      0 2863664  52952 1074416    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863664  52956 1074416    0    0     0    12   24   35  0  0 95  5  0
 0  0      0 2863664  52956 1074416    0    0     0     0   14   20  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863664  52956 1074416    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 2863664  52956 1074416    0    0     0     0   21   31  0  0 100  0  0
 0  0      0 2863664  52956 1074416    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 2863664  52956 1074416    0    0     0    12   24   36  0  0 99  1  0
 0  0      0 2863664  52956 1074416    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863664  52956 1074420    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863664  52956 1074420    0    0     0     0   18   21  0  0 100  0  0
 0  0      0 2863664  52956 1074420    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863664  52960 1074416    0    0     0    12   25   33  0  0 99  1  0
 0  0      0 2863696  52960 1074420    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863696  52960 1074420    0    0     0     0   18   24  0  0 100  0  0
 0  0      0 2863696  52960 1074420    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863696  52960 1074420    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 2863696  52964 1074420    0    0     0    12   27   43  0  0 99  1  0
 0  0      0 2863696  52964 1074420    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863696  52964 1074420    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863696  52964 1074420    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863696  52964 1074420    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863696  52972 1074420    0    0     0    12   26   38  0  0 99  1  0
 0  0      0 2863696  52972 1074420    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 2863696  52972 1074420    0    0     0     0   15   18  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863696  52972 1074420    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863696  52972 1074420    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863696  52980 1074420    0    0     0    24   24   35  0  0 99  2  0
 0  0      0 2863696  52980 1074420    0    0     0     0   20   28  0  0 100  0  0
 0  0      0 2863696  52980 1074420    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863696  52980 1074420    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863696  52980 1074420    0    0     0     0   13   18  0  0 100  0  0
 0  0      0 2863696  52988 1074420    0    0     0    28   24   34  0  0 99  1  0
 0  0      0 2863696  52988 1074420    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863696  52988 1074420    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863696  52988 1074420    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863696  52988 1074420    0    0     0     0   19   22  0  0 100  0  0
 0  0      0 2863696  52996 1074420    0    0     0    12   26   43  0  0 99  1  0
 0  0      0 2863696  52996 1074420    0    0     0     0   22   32  0  0 100  0  0
 0  0      0 2863696  52996 1074420    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863696  52996 1074420    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 2863696  52996 1074420    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863696  53004 1074420    0    0     0    12   26   35  0  0 99  1  0
 0  0      0 2863696  53004 1074420    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863696  53004 1074420    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863696  53004 1074420    0    0     0     0   17   26  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 2863696  53012 1074412    0    0     0    12   20   31  0  0 100  0  0
 0  0      0 2863696  53012 1074420    0    0     0     0   19   26  0  0 99  1  0
 0  0      0 2863696  53012 1074420    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863696  53012 1074420    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863696  53012 1074420    0    0     0     0   18   22  0  0 100  0  0
 0  0      0 2863696  53012 1074420    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863696  53016 1074424    0    0     0    12   22   32  0  0 99  1  0
 0  0      0 2863696  53016 1074424    0    0     0     0   20   31  0  0 100  0  0
 0  0      0 2863696  53016 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863728  53016 1074424    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863728  53016 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0    12   30   45  0  0 99  1  0
 0  0      0 2863728  53020 1074424    0    0     0     8   22   30  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   16   22  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0    28   22   32  0  0 99  1  0
 0  0      0 2863728  53020 1074424    0    0     0    12   19   26  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863728  53020 1074424    0    0     0     0   15   20  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863604  53024 1074420    0    0     0    12   22   31  0  0 99  1  0
 0  0      0 2863604  53024 1074420    0    0     0     0   17   25  0  0 100  0  0
 0  0      0 2863604  53024 1074424    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863604  53024 1074424    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 2863604  53024 1074424    0    0     0     0   16   22  0  0 100  0  0
 0  0      0 2863604  53032 1074424    0    0     0    12   22   31  0  0 99  1  0
 0  0      0 2863604  53032 1074424    0    0     0     0   21   32  0  0 100  0  0
 0  0      0 2863604  53032 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863604  53032 1074424    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863604  53032 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863604  53036 1074424    0    0     0    12   29   43  0  0 99  1  0
 0  0      0 2863604  53036 1074424    0    0     0     0   19   28  0  0 100  0  0
 0  0      0 2863604  53036 1074424    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863604  53036 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863604  53036 1074424    0    0     0     0   19   28  0  0 100  0  0
 0  0      0 2863604  53040 1074420    0    0     0    12   22   31  0  0 99  1  0
 0  0      0 2863604  53040 1074424    0    0     0     0   16   27  0  0 100  0  0
 0  0      0 2863604  53040 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863604  53040 1074424    0    0     0     0   19   28  0  0 100  0  0
 0  0      0 2863604  53040 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863604  53044 1074424    0    0     0    12   23   35  0  0 99  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863604  53044 1074424    0    0     0     0   19   26  0  0 100  0  0
 0  0      0 2863604  53044 1074424    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863604  53044 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863604  53044 1074424    0    0     0     0   16   22  0  0 100  0  0
 0  0      0 2863604  53048 1074424    0    0     0    12   22   31  0  0 99  1  0
 0  0      0 2863604  53048 1074424    0    0     0     4   23   32  0  0 100  0  0
 0  0      0 2863604  53048 1074424    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863604  53048 1074424    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863604  53048 1074424    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863636  53052 1074428    0    0     0    12   39   53  0  0 99  1  0
 0  0      0 2863636  53052 1074428    0    0     0     0   23   36  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   15   19  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   18   28  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0    12   25   35  0  0 99  1  0
 0  0      0 2863684  53052 1074396    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863684  53052 1074396    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863684  53060 1074396    0    0     0    12   21   33  0  0 99  1  0
 0  0      0 2863684  53060 1074396    0    0     0     0   20   28  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863684  53060 1074396    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863684  53060 1074396    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863684  53060 1074396    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863684  53068 1074396    0    0     0    12   24   33  0  0 99  1  0
 0  0      0 2863684  53068 1074396    0    0     0     0   17   27  0  0 100  0  0
 0  0      0 2863684  53068 1074396    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 2863684  53068 1074396    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863684  53068 1074396    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863684  53072 1074396    0    0     0    12   26   41  0  0 99  1  0
 0  0      0 2863684  53072 1074396    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863684  53072 1074396    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863684  53072 1074396    0    0     0     0   24   31  0  0 100  0  0
 0  0      0 2863684  53072 1074396    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863684  53076 1074396    0    0     0    12   25   35  0  0 99  1  0
 0  0      0 2863684  53076 1074396    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 2863684  53076 1074396    0    0     0     8   20   20  0  0 100  0  0
 0  0      0 2863684  53076 1074396    0    0     0     0   25   29  0  0 100  0  0
 0  0      0 2863684  53076 1074396    0    0     0     0   18   24  0  0 100  0  0
 0  0      0 2863684  53084 1074388    0    0     0    28   21   30  0  0 99  1  0
 0  0      0 2863684  53084 1074388    0    0     0     0   19   26  0  0 100  0  0
 0  0      0 2863684  53084 1074396    0    0     0     0   17   29  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2863684  53084 1074396    0    0     0     0   18   24  0  0 100  0  0
 0  0      0 2863684  53084 1074396    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 2863684  53088 1074396    0    0     0    12   26   35  0  0 99  1  0
 0  0      0 2863684  53088 1074396    0    0     0     0   17   26  0  0 100  0  0
 0  0      0 2863684  53088 1074396    0    0     0     0   18   22  0  0 100  0  0
 0  0      0 2863684  53088 1074396    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863684  53088 1074396    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863684  53096 1074396    0    0     0    12   26   41  0  0 99  1  0
 0  0      0 2863684  53096 1074396    0    0     0     0   23   34  0  0 100  0  0
 0  0      0 2863716  53096 1074396    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 2863716  53096 1074396    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 2863716  53096 1074396    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863716  53100 1074400    0    0     0    12   22   31  0  0 99  1  0
 0  0      0 2863716  53100 1074400    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863716  53100 1074400    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 2863716  53100 1074400    0    0     0     0   21   32  0  0 100  0  0
 0  0      0 2863716  53100 1074400    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863716  53104 1074400    0    0     0    12   24   37  0  0 99  1  0
 0  0      0 2863716  53104 1074400    0    0     0     0   17   24  0  0 100  0  0
 0  0      0 2863716  53104 1074400    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863716  53104 1074400    0    0     0     0   16   22  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1      0 2863716  53108 1074396    0    0     0    12   18   31  0  0 100  0  0
 0  0      0 2863716  53108 1074400    0    0     0     0   19   22  0  0 99  1  0
 0  0      0 2863716  53108 1074400    0    0     0     0   21   30  0  0 100  0  0
 0  0      0 2863716  53108 1074400    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 2863716  53108 1074400    0    0     0     8   18   24  0  0 100  0  0
 0  0      0 2863716  53108 1074400    0    0     0     0   14   19  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0    28   30   46  0  0 99  1  0
 0  0      0 2863716  53116 1074400    0    0     0     0   18   26  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0     0   16   25  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0    12   16   18  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0    12   23   33  0  0 99  1  0
 0  0      0 2863716  53116 1074400    0    0     0     0   15   22  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0     0   20   30  0  0 100  0  0
 0  0      0 2863716  53116 1074400    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 2863716  53120 1074400    0    0     0    12   24   35  0  0 99  1  0
 0  0      0 2863716  53120 1074400    0    0     0     0   19   28  0  0 100  0  0
