procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2735384  54492 1083680    0    0     0     0 2933 5168 10 30 60  0  0
 1  0      0 2732344  54500 1083700    0    0     0   116 2965 5035 10 31 58  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2729884  54500 1083736    0    0     0     0 2935 5136  9 31 60  0  0
 2  0      0 2728736  54500 1083752    0    0     0     0 2975 4764  9 31 60  0  0
 1  0      0 2725148  54500 1083808    0    0     0     0 2988 5137 10 29 61  0  0
 1  0      0 2723336  54500 1083760    0    0     0     0 2919 5316 11 30 59  0  0
 1  0      0 2720616  54508 1083764    0    0     0    28 2937 5562 11 29 59  1  0
 2  0      0 2718884  54508 1083760    0    0     0     0 2958 5415  8 31 60  0  0
 3  0      0 2715296  54508 1083888    0    0     0     0 2929 5375  9 32 59  0  0
 2  0      0 2713344  54508 1083968    0    0     0     0 2993 5168 10 30 60  0  0
 2  0      0 2711676  54508 1083952    0    0     0     0 2891 5037 10 30 59  0  1
 2  0      0 2708164  54512 1084024    0    0     0   124 3018 5094 11 29 58  2  0
 2  0      0 2706272  54512 1083940    0    0     0     0 2993 4907 10 30 59  0  0
 2  0      0 2703252  54512 1084012    0    0     0     0 3005 5263 10 30 59  0  0
 3  0      0 2701280  54512 1084016    0    0     0     0 2978 4994 10 31 59  0  0
 1  0      0 2698512  54512 1084112    0    0     0     0 3074 4960 11 30 58  0  0
 1  0      0 2696252  54516 1084144    0    0     0    36 3004 5141  9 31 59  1  0
 1  0      0 2693944  54516 1084228    0    0     0     0 3028 5141 11 30 59  0  0
 2  0      0 2690880  54516 1084288    0    0     0     0 3068 5546 11 30 59  0  0
 1  0      0 2689096  54516 1084228    0    0     0     0 2976 5176 11 29 60  0  1
 2  0      0 2685868  54516 1084304    0    0     0     0 2912 4970 11 30 60  0  0
 3  0      0 2684232  54520 1084316    0    0     0   128 3001 5277 12 29 59  1  0
 2  0      0 2680704  54520 1084364    0    0     0     0 2931 5589 10 31 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2678836  54520 1084412    0    0     0     0 2953 5314 11 28 61  0  0
 1  0      0 2676976  54520 1084376    0    0     0     0 2899 5221 10 30 59  0  0
 1  0      0 2673852  54520 1084440    0    0     0     0 2870 5188 11 29 60  0  1
 1  0      0 2671684  54524 1084468    0    0     0    80 3037 5143 10 31 57  1  0
 1  0      0 2668660  54524 1084576    0    0     0     0 2995 5197 11 30 58  0  0
 2  0      0 2666912  54524 1084524    0    0     0     0 3059 5069 11 31 58  0  0
 1  0      0 2663852  54524 1084568    0    0     0     0 3052 5127 13 28 59  0  0
 2  0      0 2661676  54524 1084584    0    0     0     0 3090 5065 10 31 59  0  0
 2  0      0 2659028  54528 1084592    0    0     0    28 2997 5137 11 30 59  1  0
 3  0      0 2656924  54528 1084604    0    0     0     0 2930 5272 11 29 59  0  0
 3  0      0 2654760  54528 1084656    0    0     0     0 2802 5211 11 29 60  0  1
 4  0      0 2651156  54528 1084720    0    0     0     0 3068 5138 13 29 59  0  0
 1  0      0 2649756  54528 1084768    0    0     0     0 3146 5163 11 30 59  0  0
 2  0      0 2646476  54532 1084692    0    0     0    16 3158 5262 11 30 59  0  0
 2  0      0 2644380  54532 1084748    0    0     0     0 3062 5131 12 29 59  0  0
 3  0      0 2641968  54532 1084736    0    0     0     0 3131 5212 13 29 58  0  0
 2  0      0 2639432  54532 1084752    0    0     0     0 3051 5031 10 31 59  0  0
 3  0      0 2637116  54532 1084840    0    0     0     0 3334 5301 11 30 59  0  0
 2  0      0 2634556  54536 1084720    0    0     0   176 3141 5233  9 32 57  1  0
 1  0      0 2632808  54536 1084664    0    0     0     0 3023 5103 11 31 59  0  0
 1  0      0 2629424  54536 1084764    0    0     0     0 3066 5144 10 31 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2628052  54536 1084760    0    0     0     0 3060 5184 12 29 58  0  0
 1  0      0 2624796  54536 1084784    0    0     0     0 3043 5081  9 32 58  0  0
 1  0      0 2623208  54544 1084828    0    0     0    28 3087 5034 11 30 58  1  0
 1  0      0 2620116  54544 1084764    0    0     0     0 3177 5096 12 29 59  0  0
 2  0      0 2617712  54544 1084736    0    0     0     0 3079 5218 10 31 59  0  0
 4  0      0 2614624  54544 1084756    0    0     0     0 3064 5304 11 30 59  0  0
 2  0      0 2612544  54544 1084732    0    0     0     0 3209 5382 12 30 59  0  0
 3  0      0 2609912  54548 1084776    0    0     0   124 3172 5375 11 31 57  1  0
 4  0      0 2607928  54548 1084828    0    0     0     0 3128 5199 12 29 59  0  0
 2  0      0 2604984  54548 1084812    0    0     0     0 3239 5234 10 31 59  0  0
 3  0      0 2602888  54548 1084808    0    0     0     0 3178 5522 12 29 59  0  1
 2  0      0 2600304  54548 1084804    0    0     0     0 3242 5450 11 31 58  0  0
 2  0      0 2597828  54552 1084836    0    0     0    92 3209 5212 11 30 57  1  0
 2  0      0 2595936  54552 1084776    0    0     0     0 3277 5403 10 31 59  0  0
 1  0      0 2592700  54552 1084768    0    0     0     0 3056 5530 12 30 59  0  0
 2  0      0 2590820  54552 1084860    0    0     0     0 3218 5401 12 30 58  0  0
 1  0      0 2587152  54552 1084868    0    0     0     0 3484 5613 11 30 59  0  0
 1  0      0 2585632  54556 1084900    0    0     0    28 3224 5200 11 30 58  1  0
 4  0      0 2582408  54556 1084872    0    0     0     0 3147 5198  9 32 59  0  0
 3  0      0 2579800  54556 1084956    0    0     0     0 3249 5490 11 29 59  0  1
 3  0      0 2576744  54556 1084944    0    0     0     0 3193 5687 11 31 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 2575748  54556 1084896    0    0     0     0 3209 5346 12 30 58  0  0
 1  0      0 2572688  54560 1084820    0    0     0    16 3210 5213 11 30 58  1  0
 2  0      0 2570508  54560 1084924    0    0     0     0 3262 5314 12 30 58  0  0
 2  0      0 2567468  54560 1084908    0    0     0     0 3255 5188 11 31 58  0  0
 2  0      0 2565192  54560 1084960    0    0     0     0 3230 5326 10 32 58  0  0
 2  0      0 2562520  54560 1084920    0    0     0     0 3200 5379 11 31 58  0  0
 3  0      0 2560752  54564 1084928    0    0     0    16 3227 5379 10 30 59  1  0
 1  0      0 2557248  54564 1085012    0    0     0     0 3349 5595 10 31 58  0  0
 1  0      0 2555688  54564 1085080    0    0     0     0 3175 5542 10 30 60  0  0
 2  0      0 2552724  54564 1084856    0    0     0     0 3217 5223 11 29 60  0  0
 1  0      0 2550576  54564 1084924    0    0     0     0 3150 5282 11 29 59  0  0
 1  0      0 2546972  54568 1085020    0    0     0    16 3238 5288 11 29 59  1  0
 3  0      0 2545232  54568 1085020    0    0     0     0 3141 5400  9 31 59  0  0
 2  0      0 2542228  54568 1085016    0    0     0     0 3205 5315 11 31 58  0  0
 2  0      0 2540324  54568 1085108    0    0     0     0 3183 5341 10 30 59  0  0
 1  0      0 2537328  54568 1085100    0    0     0     0 3192 5315 12 29 59  0  0
 1  0      0 2535320  54572 1085036    0    0     0   276 3233 5289 12 29 58  1  0
 2  0      0 2532712  54572 1085068    0    0     0     0 3223 5129 11 31 59  0  0
 2  0      0 2530744  54572 1085076    0    0     0     0 3260 5185 10 31 59  0  0
 3  0      0 2527540  54572 1085068    0    0     0     0 3242 5320 11 31 58  0  0
 2  0      0 2525432  54572 1085080    0    0     0     0 3159 5384 11 30 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 2522972  54572 1085096    0    0     0    28 3169 5412 11 30 57  1  0
 3  0      0 2520172  54572 1085184    0    0     0    28 3061 5227  9 31 59  1  1
 2  0      0 2518256  54572 1085160    0    0     0     0 2990 5087 12 28 60  0  0
 1  0      0 2515560  54572 1085180    0    0     0     0 3066 5232 12 29 59  0  1
 1  0      0 2513444  54572 1085196    0    0     0     0 3115 5104 12 29 59  0  0
 2  0      0 2510360  54572 1085084    0    0     0     0 3058 5358 11 29 59  0  1
 3  0      0 2508180  54576 1085228    0    0     0    20 3041 5012 12 30 58  0  0
 2  0      0 2505716  54576 1085184    0    0     0     0 3119 5080  9 32 59  0  0
 2  0      0 2503268  54576 1085260    0    0     0     0 3025 5204 12 29 58  0  0
 3  0      0 2500700  54576 1085280    0    0     0     0 3066 4999 12 30 59  0  0
 2  0      0 2498724  54576 1085308    0    0     0     0 3081 5175 14 29 57  0  0
 1  0      0 2495680  54580 1085388    0    0     0    16 3030 5314 11 29 60  0  0
 1  0      0 2493176  54580 1085376    0    0     0     0 3091 4985 11 31 58  0  0
 1  0      0 2491352  54580 1085212    0    0     0     0 3105 5082 11 30 59  0  0
 3  0      0 2488236  54580 1085288    0    0     0     0 2923 5323 10 32 58  0  0
 1  0      0 2486476  54580 1085280    0    0     0   228 3188 5426 11 30 59  0  0
 2  0      0 2483412  54584 1085384    0    0     0    36 3117 5292 10 32 56  1  0
 2  0      0 2481728  54584 1085396    0    0     0     0 3122 5150 13 30 58  0  0
 3  0      0 2478212  54584 1085380    0    0     0     0 3236 5241 11 31 58  0  0
 1  0      0 2476108  54584 1085488    0    0     0     0 3220 5284 11 32 57  0  0
 2  0      0 2473612  54584 1085508    0    0     0     0 3181 5224 10 32 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2471364  54592 1085392    0    0     0    16 3079 5345 10 32 57  1  0
 3  0      0 2467968  54592 1085424    0    0     0     0 3201 5222 10 33 58  0  0
 4  0      0 2466252  54592 1085444    0    0     0     0 3064 5497 12 30 58  0  0
 1  0      0 2463704  54592 1085464    0    0     0     0 3168 5370 11 31 59  0  0
 3  0      0 2461192  54592 1085444    0    0     0     0 3031 5027 12 30 58  0  0
 2  0      0 2458288  54600 1085560    0    0     0    16 2993 5028 12 29 58  1  0
 1  0      0 2456620  54600 1085540    0    0     0     0 3027 5072 10 30 60  0  0
 2  0      0 2453088  54600 1085576    0    0     0     0 3090 5150 10 30 60  0  1
 1  0      0 2451508  54600 1085548    0    0     0     0 3121 5183 10 31 59  0  0
 1  0      0 2447960  54600 1085572    0    0     0     0 2979 5131  9 32 58  0  0
 1  0      0 2445936  54604 1085504    0    0     0    16 3229 5357 12 30 57  1  0
 2  0      0 2442976  54604 1085532    0    0     0     0 2980 5091 10 30 59  0  0
 1  0      0 2441296  54604 1085592    0    0     0     0 3154 5208  9 32 59  0  0
 3  0      0 2438712  54604 1085516    0    0     0     0 2945 5077 12 29 59  0  0
 1  0      0 2436244  54604 1085552    0    0     0     0 2970 5146 12 30 58  0  0
 3  0      0 2434284  54608 1085688    0    0     0    16 3120 5211 11 30 58  0  1
 2  0      0 2431096  54608 1085592    0    0     0     0 3065 5513 10 30 60  0  0
 4  0      0 2429252  54608 1085668    0    0     0     0 3037 5184 11 31 58  0  0
 1  0      0 2426072  54608 1085680    0    0     0     0 3048 5356 10 31 59  0  0
 3  0      0 2423924  54608 1085668    0    0     0   260 2955 5027 10 30 59  0  0
 2  0      0 2420852  54612 1085688    0    0     0    28 3066 5104 12 29 57  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 2418772  54612 1085620    0    0     0     0 2938 5256 12 29 59  0  0
 2  0      0 2416256  54612 1085660    0    0     0     0 3077 5051 11 31 58  0  0
 1  0      0 2414344  54612 1085760    0    0     0     0 3057 5425  9 32 59  0  0
 2  0      0 2410944  54612 1085760    0    0     0     0 3058 4971 10 31 59  0  1
 3  0      0 2408800  54620 1085724    0    0     0    16 3185 5136 12 30 58  1  0
 1  0      0 2405780  54620 1085804    0    0     0     0 3029 5144 11 31 58  0  0
 2  0      0 2403912  54620 1085768    0    0     0     0 3181 5121 12 30 58  0  0
 3  0      0 2401292  54620 1085800    0    0     0     0 3011 5198 10 31 58  0  0
 2  0      0 2399204  54620 1085764    0    0     0     0 3147 5425 11 30 59  0  0
 1  0      0 2396076  54628 1085780    0    0     0    16 3067 5240 11 30 58  1  0
 2  0      0 2394016  54628 1085820    0    0     0     0 3098 5284 11 30 59  0  0
 1  0      0 2391252  54628 1085932    0    0     0     0 3023 5335 11 31 58  0  0
 2  0      0 2389216  54628 1085936    0    0     0     0 3009 5237 11 30 59  0  1
 1  0      0 2386884  54628 1085908    0    0     0     0 3085 5347 13 29 58  0  0
 1  0      0 2383960  54632 1085960    0    0     0    16 3099 5109 11 30 58  1  0
 3  0      0 2381876  54632 1085832    0    0     0     0 3088 5142 11 31 58  0  0
 3  0      0 2379268  54632 1085860    0    0     0     0 2977 5273 11 29 59  0  0
 2  0      0 2376592  54632 1085880    0    0     0     0 3047 5235 11 30 59  0  0
 1  0      0 2374136  54632 1085932    0    0     0     0 3056 5044 10 31 58  0  0
 2  0      0 2371960  54640 1085892    0    0     0    16 3186 5311 12 31 57  0  0
 2  0      0 2368672  54640 1085936    0    0     0     0 3019 5256 11 31 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2367136  54640 1085892    0    0     0     0 3010 5293 11 29 60  0  1
 1  0      0 2364036  54640 1085988    0    0     0     0 3019 5134 10 31 59  0  0
 1  0      0 2361712  54640 1085928    0    0     0   264 3066 5102 12 29 59  0  0
 2  0      0 2359008  54648 1085972    0    0     0    36 3126 5077 12 30 56  1  0
 2  0      0 2356680  54648 1085980    0    0     0     0 3144 4952 11 31 59  0  0
 2  0      0 2353872  54648 1086020    0    0     0     0 3150 5222 10 31 58  0  0
 2  0      0 2351968  54648 1086080    0    0     0     0 3129 5041 10 32 57  0  0
 1  0      0 2348732  54648 1085992    0    0     0     0 3095 5359 12 30 58  0  0
 1  0      0 2347204  54656 1086036    0    0     0    16 3097 4978 11 31 57  1  0
 2  0      0 2344120  54656 1086020    0    0     0     0 3132 5242 11 30 59  0  0
 1  0      0 2341740  54656 1086084    0    0     0     0 3135 5271 13 28 59  0  0
 2  0      0 2339140  54656 1086088    0    0     0     0 3278 5243 13 30 57  0  0
 2  0      0 2337064  54656 1086064    0    0     0     0 3216 5498 12 29 59  0  0
 1  0      0 2333608  54664 1086160    0    0     0    16 3211 5328 10 32 58  1  0
 2  0      0 2331824  54664 1086132    0    0     0     0 3233 5349 10 31 58  0  0
 2  0      0 2328952  54664 1086116    0    0     0     0 3128 5282 12 30 58  0  0
 1  0      0 2327256  54664 1086036    0    0     0     0 3128 5502 10 31 58  0  0
 2  0      0 2324828  54664 1086140    0    0     0     0 3116 5695 12 30 58  0  0
 2  0      0 2321940  54672 1086112    0    0     0    16 2938 5536 11 30 58  0  0
 2  0      0 2319560  54672 1086124    0    0     0     0 3149 5657 10 31 58  0  0
 3  0      0 2317020  54672 1086144    0    0     0     0 3023 5603 11 30 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 2314588  54672 1086116    0    0     0     0 3218 5255 11 31 58  0  0
 2  0      0 2312308  54672 1086228    0    0     0     0 3161 5429 11 32 58  0  0
 1  0      0 2309484  54676 1086248    0    0     0    16 3164 5329 11 30 57  1  1
 1  0      0 2306576  54676 1086216    0    0     0     0 3058 5648 11 31 58  0  0
 1  0      0 2305020  54676 1086216    0    0     0     0 3157 5512  9 33 58  0  0
 1  0      0 2302264  54676 1086128    0    0     0     0 3160 5369 12 29 58  0  0
 1  0      0 2299448  54676 1086200    0    0     0     0 3082 5323 11 30 58  0  0
 2  0      0 2296872  54680 1086176    0    0     0    16 3250 5312 12 30 58  1  0
 3  0      0 2294684  54680 1086192    0    0     0     0 3242 5148 12 30 58  0  0
 2  0      0 2292100  54680 1086204    0    0     0     0 3146 5396 11 32 58  0  0
 2  0      0 2290060  54680 1086184    0    0     0     0 2985 5545 11 31 58  0  0
 3  0      0 2286924  54680 1086276    0    0     0   304 3237 5410 12 30 58  0  0
 1  0      0 2284868  54688 1086244    0    0     0    28 3231 5046 11 31 57  1  0
 3  0      0 2281248  54688 1086308    0    0     0     0 3191 5324 10 31 59  0  0
 1  0      0 2280200  54688 1086256    0    0     0     0 3244 5365 10 30 59  0  0
 3  0      0 2276932  54688 1086312    0    0     0     0 3233 5526 12 30 58  0  0
 3  0      0 2274008  54688 1086244    0    0     0    12 3293 5296 12 30 58  0  0
 3  0      0 2271508  54696 1086252    0    0     0    28 3178 5156 12 29 58  1  0
 1  0      0 2269516  54696 1086260    0    0     0     0 3124 5374 10 32 58  0  0
 3  0      0 2266348  54696 1086320    0    0     0     0 3186 5359 11 31 58  0  0
 1  0      0 2264184  54696 1086356    0    0     0     0 3236 5213 11 31 58  0  1
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 2261788  54696 1086388    0    0     0     0 3095 5278 11 32 58  0  0
 2  0      0 2259100  54700 1086356    0    0     0    16 3264 5584 10 31 58  1  0
 2  0      0 2256436  54700 1086352    0    0     0     0 3213 5459 12 29 59  0  0
 2  0      0 2254468  54700 1086452    0    0     0     0 3058 5542 12 30 58  0  0
 2  0      0 2251724  54700 1086528    0    0     0     0 3206 5252 10 32 58  0  0
 2  0      0 2249104  54700 1086472    0    0     0     0 3107 5218 10 32 58  0  0
 1  0      0 2246444  54704 1086516    0    0     0    16 3120 5180 11 31 58  0  0
 2  0      0 2244136  54704 1086528    0    0     0     0 3166 5366 10 32 58  0  0
 3  0      0 2241876  54704 1086424    0    0     0     0 3256 5246 12 31 57  0  0
 2  0      0 2239076  54704 1086468    0    0     0     0 3094 5516 12 31 57  0  0
 2  0      0 2236560  54704 1086432    0    0     0     0 3072 5406 10 30 59  0  0
 1  0      0 2234616  54708 1086468    0    0     0    16 3067 5566 11 30 58  0  0
 2  0      0 2232216  54708 1086528    0    0     0     0 3022 5485 11 30 58  0  1
 1  0      0 2229572  54708 1086492    0    0     0     0 2969 5130 12 29 59  0  0
 2  0      0 2226460  54708 1086584    0    0     0     0 3122 4907 13 29 58  0  0
 1  0      0 2224776  54708 1086584    0    0     0     0 2987 5158 11 32 58  0  0
 1  0      0 2221828  54712 1086620    0    0     0    16 2937 5231 11 31 58  1  0
 1  0      0 2219668  54712 1086636    0    0     0     0 3079 5239 12 30 58  0  0
 2  0      0 2217204  54712 1086548    0    0     0     0 3134 5030  9 32 59  0  0
 4  0      0 2214648  54712 1086496    0    0     0     0 3269 5315 11 31 57  0  0
 1  0      0 2211260  54712 1086564    0    0     0   308 3045 5098 12 29 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2209416  54716 1086604    0    0     0    28 2990 5154 13 28 57  1  0
 1  0      0 2207400  54716 1086568    0    0     0     0 2920 4943 10 32 58  0  0
 1  0      0 2204932  54716 1086740    0    0     0     0 3155 5341 11 31 58  0  0
 1  0      0 2201744  54716 1086660    0    0     0     0 3143 5146 11 29 59  0  0
 1  0      0 2199412  54716 1086644    0    0     0     0 2923 5299 11 30 59  0  0
 1  0      0 2197596  54716 1086680    0    0     0    16 2866 5234 10 31 59  1  0
 2  0      0 2194540  54716 1086680    0    0     0     0 3055 5055 12 30 59  0  1
 3  0      0 2192712  54716 1086732    0    0     0     0 3074 5149 13 29 58  0  0
 2  0      0 2189788  54716 1086684    0    0     0     0 2946 5282 11 31 58  0  0
 1  0      0 2187248  54716 1086736    0    0     0    16 2966 4976 11 31 58  0  0
 2  0      0 2185172  54724 1086744    0    0     0    16 2964 5055 11 30 57  1  0
 2  0      0 2182072  54724 1086740    0    0     0     0 2959 5263 12 30 58  0  0
 1  0      0 2180472  54724 1086728    0    0     0     0 3016 5120 12 30 57  0  0
 1  0      0 2177252  54724 1086820    0    0     0     0 2931 5154 12 29 59  0  0
 3  0      0 2175272  54724 1086784    0    0     0     0 3082 4937 11 31 57  0  0
 2  0      0 2172296  54732 1086816    0    0     0    16 2985 5252  9 33 58  1  0
 3  0      0 2169976  54732 1086728    0    0     0     0 3096 5088 10 32 58  0  0
 3  0      0 2167404  54732 1086740    0    0     0     0 3057 5203 10 32 58  0  0
 1  0      0 2165540  54732 1086752    0    0     0     0 3074 5141 10 30 59  0  0
 2  0      0 2162440  54732 1086780    0    0     0     0 3193 5206 12 30 58  0  0
 1  0      0 2160240  54736 1086804    0    0     0    16 2962 5425  9 32 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2157308  54736 1086884    0    0     0     0 3104 5094 11 31 58  0  0
 2  0      0 2155496  54736 1086892    0    0     0     0 2980 5293 11 30 59  0  0
 1  0      0 2152192  54736 1086844    0    0     0     0 2997 5170 10 32 58  0  0
 2  0      0 2149860  54736 1086780    0    0     0     0 2956 5469 10 31 58  0  0
 3  0      0 2146716  54740 1086864    0    0     0    16 3123 5244 11 31 57  1  0
 1  0      0 2144756  54740 1086832    0    0     0     0 2941 5107 11 30 59  0  0
 2  0      0 2141836  54740 1086984    0    0     0     0 3173 5265 12 29 58  0  0
 3  0      0 2139900  54740 1086960    0    0     0     0 2979 5230 11 30 59  0  0
 2  0      0 2137480  54740 1086936    0    0     0   304 3101 5276 11 30 58  0  0
 2  0      0 2135156  54744 1087036    0    0     0    28 3093 5482 11 31 57  1  0
 2  0      0 2131992  54744 1086944    0    0     0     0 3035 4900 12 30 58  0  0
 2  0      0 2129684  54744 1087088    0    0     0     0 3020 5238 12 31 58  0  0
 3  0      0 2127508  54744 1086984    0    0     0     0 2969 5547 11 31 58  0  0
 2  0      0 2125392  54744 1087120    0    0     0     0 2970 5352 11 30 59  0  0
 1  0      0 2122236  54752 1087048    0    0     0    16 2914 5697 10 31 58  1  0
 2  0      0 2120076  54752 1087064    0    0     0     0 3028 5161 10 31 58  0  0
 3  0      0 2117152  54752 1087100    0    0     0     0 3140 5291 12 30 58  0  0
 2  0      0 2115024  54752 1087060    0    0     0     0 3015 5258 13 29 58  0  0
 2  0      0 2112528  54752 1087136    0    0     0     0 2980 5352 13 30 57  0  0
 1  0      0 2109588  54756 1087092    0    0     0    16 3072 5248 10 31 58  1  0
 1  0      0 2106668  54756 1087124    0    0     0     0 2912 5400 11 30 59  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 2105192  54756 1087216    0    0     0     0 3136 5335 11 32 57  0  0
 2  0      0 2102048  54756 1087212    0    0     0     0 2949 5526 12 31 57  0  0
 2  0      0 2100108  54760 1087208    0    0     0    12 2863 5252 11 31 58  0  0
 1  0      0 2097256  54764 1087204    0    0     0    36 3209 5359 10 31 58  1  0
 1  0      0 2095056  54764 1087300    0    0     0     0 3064 5127 11 31 57  0  0
 1  0      0 2093104  54764 1087236    0    0     0     0 2942 5235  9 32 58  0  0
 1  0      0 2090024  54764 1087240    0    0     0     0 2973 5130 11 30 59  0  0
 1  0      0 2088444  54764 1087244    0    0     0   224 2918 5414 10 32 58  0  0
 2  0      0 2084732  54768 1087340    0    0     0    28 2829 5324 12 30 57  1  0
 1  0      0 2082940  54768 1087344    0    0     0     0 2872 5342 10 32 58  0  0
 3  0      0 2079864  54768 1087316    0    0     0     0 3039 5189 11 30 59  0  0
 2  0      0 2078324  54768 1087248    0    0     0     0 3123 5125 10 31 59  0  0
